electricity_availability,tap_yn,desktop,laptop,tablet,internet,Cluster,Deficit_Tier
1,1,5,1,0,2,2,Well Equipped
1,2,15,4,10,1,0,Server Deficit
1,1,130,4,2,1,1,Moderate Deficit
1,1,10,1,1,1,1,Moderate Deficit
2,1,0,0,0,2,2,Well Equipped
1,1,15,2,0,1,1,Moderate Deficit
1,1,0,0,0,1,1,Moderate Deficit
1,2,0,0,0,2,0,Server Deficit
1,1,24,2,1,1,1,Moderate Deficit
1,2,2,0,0,1,0,Server Deficit
1,2,25,3,0,1,0,Server Deficit
1,2,54,1,0,1,0,Server Deficit
1,1,30,0,1,1,1,Moderate Deficit
1,1,2,1,0,1,1,Moderate Deficit
1,1,3,1,1,1,1,Moderate Deficit
1,1,2,1,1,1,1,Moderate Deficit
1,1,3,0,0,1,1,Moderate Deficit
1,2,20,3,2,1,0,Server Deficit
1,1,25,1,1,1,1,Moderate Deficit
1,1,6,0,0,1,1,Moderate Deficit
1,1,1,0,0,2,2,Well Equipped
1,1,0,0,0,1,1,Moderate Deficit
1,1,0,0,0,1,1,Moderate Deficit
1,1,10,0,0,1,1,Moderate Deficit
1,1,4,4,1,1,1,Moderate Deficit
1,1,30,0,7,1,1,Moderate Deficit
1,1,50,0,0,1,1,Moderate Deficit
1,1,12,2,0,1,1,Moderate Deficit
1,1,100,20,0,1,1,Moderate Deficit
1,1,80,3,10,1,1,Moderate Deficit
1,1,4,1,0,1,1,Moderate Deficit
1,1,24,18,0,1,1,Moderate Deficit
1,1,40,1,10,1,1,Moderate Deficit
1,1,10,0,1,2,2,Well Equipped
1,1,75,2,0,1,1,Moderate Deficit
1,1,0,0,0,2,2,Well Equipped
1,1,4,0,0,2,2,Well Equipped
1,1,9,1,1,1,1,Moderate Deficit
1,1,30,2,10,1,1,Moderate Deficit
1,1,0,0,0,2,2,Well Equipped
1,1,80,3,0,1,1,Moderate Deficit
1,1,30,5,0,1,1,Moderate Deficit
1,1,1,1,0,2,2,Well Equipped
1,1,1,0,0,2,2,Well Equipped
1,1,3,2,0,1,1,Moderate Deficit
1,1,2,0,0,1,1,Moderate Deficit
1,1,0,0,0,1,1,Moderate Deficit
1,1,10,1,1,1,1,Moderate Deficit
1,1,15,3,4,1,1,Moderate Deficit
1,1,4,1,0,1,1,Moderate Deficit
1,1,1,0,0,1,1,Moderate Deficit
1,1,3,1,0,2,2,Well Equipped
1,1,0,0,0,2,2,Well Equipped
1,1,10,15,6,1,1,Moderate Deficit
1,1,20,0,0,1,1,Moderate Deficit
1,1,10,1,0,1,1,Moderate Deficit
1,1,20,1,0,1,1,Moderate Deficit
1,1,20,3,7,1,1,Moderate Deficit
1,1,25,1,0,1,1,Moderate Deficit
1,1,2,2,1,1,1,Moderate Deficit
1,1,11,3,1,1,1,Moderate Deficit
1,1,43,3,0,1,1,Moderate Deficit
1,1,60,25,0,2,2,Well Equipped
1,1,1,0,0,1,1,Moderate Deficit
1,1,15,1,0,1,1,Moderate Deficit
1,1,4,2,0,1,1,Moderate Deficit
1,1,25,10,5,1,1,Moderate Deficit
1,2,45,1,1,1,0,Server Deficit
1,1,0,0,0,2,2,Well Equipped
1,1,0,0,0,2,2,Well Equipped
1,1,21,0,0,1,1,Moderate Deficit
1,2,0,0,400,1,0,Server Deficit
1,2,0,0,0,2,0,Server Deficit
1,1,20,2,0,1,1,Moderate Deficit
1,1,21,0,0,1,1,Moderate Deficit
1,1,10,0,0,2,2,Well Equipped
1,1,35,6,0,1,1,Moderate Deficit
1,1,8,2,0,1,1,Moderate Deficit
1,1,12,1,0,1,1,Moderate Deficit
1,1,35,1,1,1,1,Moderate Deficit
1,1,0,0,2,2,2,Well Equipped
1,2,10,1,0,2,0,Server Deficit
1,1,30,2,0,1,1,Moderate Deficit
1,1,0,0,0,2,2,Well Equipped
1,1,4,0,0,1,1,Moderate Deficit
1,1,30,2,5,1,1,Moderate Deficit
1,1,25,2,0,1,1,Moderate Deficit
1,1,1,1,0,1,1,Moderate Deficit
1,1,2,0,0,2,2,Well Equipped
1,1,15,4,4,1,1,Moderate Deficit
1,1,6,2,0,1,1,Moderate Deficit
1,2,0,0,0,2,0,Server Deficit
1,1,0,0,0,2,2,Well Equipped
1,1,0,0,0,2,2,Well Equipped
1,1,40,0,0,1,1,Moderate Deficit
1,1,80,25,15,1,1,Moderate Deficit
1,1,1,0,0,1,1,Moderate Deficit
1,1,35,2,0,1,1,Moderate Deficit
1,1,30,5,3,1,1,Moderate Deficit
1,1,0,0,0,1,1,Moderate Deficit
1,1,10,5,0,1,1,Moderate Deficit
1,1,20,3,0,1,1,Moderate Deficit
1,1,14,1,15,1,1,Moderate Deficit
1,2,50,2,1,1,0,Server Deficit
1,2,1,1,0,2,0,Server Deficit
1,1,0,0,0,2,2,Well Equipped
1,1,50,5,5,1,1,Moderate Deficit
1,1,10,0,0,2,2,Well Equipped
1,1,5,0,0,1,1,Moderate Deficit
1,1,70,10,5,1,1,Moderate Deficit
1,1,1,1,0,1,1,Moderate Deficit
1,1,0,0,0,2,2,Well Equipped
1,1,60,2,2,2,2,Well Equipped
1,1,0,0,0,1,1,Moderate Deficit
1,1,1,1,1,1,1,Moderate Deficit
1,1,30,2,0,1,1,Moderate Deficit
1,2,8,2,0,1,0,Server Deficit
1,1,0,0,0,2,2,Well Equipped
1,1,0,0,0,2,2,Well Equipped
1,1,10,1,0,1,1,Moderate Deficit
1,1,15,3,0,1,1,Moderate Deficit
1,1,10,0,0,1,1,Moderate Deficit
1,1,0,4,0,1,1,Moderate Deficit
1,1,20,5,0,1,1,Moderate Deficit
1,1,55,6,0,1,1,Moderate Deficit
1,1,3,15,1,1,1,Moderate Deficit
1,1,48,1,0,1,1,Moderate Deficit
2,2,0,0,0,2,0,Server Deficit
1,1,0,0,0,2,2,Well Equipped
1,1,6,2,8,1,1,Moderate Deficit
1,1,20,2,0,1,1,Moderate Deficit
1,1,5,2,2,1,1,Moderate Deficit
1,1,25,4,0,1,1,Moderate Deficit
1,2,25,4,25,1,0,Server Deficit
1,1,3,1,1,1,1,Moderate Deficit
1,1,4,1,0,1,1,Moderate Deficit
1,1,1,0,0,1,1,Moderate Deficit
1,1,0,0,0,2,2,Well Equipped
1,1,0,0,0,2,2,Well Equipped
1,1,10,3,0,1,1,Moderate Deficit
1,1,1,0,0,1,1,Moderate Deficit
1,1,0,0,0,2,2,Well Equipped
1,1,1,1,0,1,1,Moderate Deficit
1,1,3,0,0,1,1,Moderate Deficit
1,2,0,0,0,2,0,Server Deficit
1,1,31,0,0,1,1,Moderate Deficit
1,1,1,1,0,1,1,Moderate Deficit
1,1,0,0,0,2,2,Well Equipped
1,1,25,1,1,1,1,Moderate Deficit
1,1,0,0,0,1,1,Moderate Deficit
2,1,80,4,0,2,2,Well Equipped
1,1,5,3,0,1,1,Moderate Deficit
1,1,12,0,0,1,1,Moderate Deficit
1,1,0,0,0,2,2,Well Equipped
1,1,10,1,0,2,2,Well Equipped
1,1,0,0,0,2,2,Well Equipped
1,1,0,0,0,2,2,Well Equipped
1,1,0,0,0,1,1,Moderate Deficit
1,1,0,0,0,2,2,Well Equipped
1,1,50,2,0,1,1,Moderate Deficit
3,1,0,0,0,1,2,Well Equipped
1,1,50,0,0,1,1,Moderate Deficit
1,1,20,3,1,1,1,Moderate Deficit
1,1,20,1,0,1,1,Moderate Deficit
1,1,4,1,4,1,1,Moderate Deficit
1,1,5,0,0,2,2,Well Equipped
1,1,0,0,0,2,2,Well Equipped
1,1,10,0,0,1,1,Moderate Deficit
1,1,8,2,2,1,1,Moderate Deficit
1,1,75,4,0,1,1,Moderate Deficit
1,1,24,2,10,1,1,Moderate Deficit
1,1,4,1,0,1,1,Moderate Deficit
1,1,5,1,0,1,1,Moderate Deficit
1,1,20,1,0,1,1,Moderate Deficit
1,1,10,5,0,1,1,Moderate Deficit
1,1,70,2,0,1,1,Moderate Deficit
1,1,22,1,0,1,1,Moderate Deficit
3,1,0,0,0,2,2,Well Equipped
1,1,0,0,0,2,2,Well Equipped
1,1,0,0,0,2,2,Well Equipped
1,1,30,2,20,1,1,Moderate Deficit
1,1,0,0,0,1,1,Moderate Deficit
1,1,0,0,0,2,2,Well Equipped
1,1,13,9,0,1,1,Moderate Deficit
1,1,2,0,0,1,1,Moderate Deficit
1,1,2,1,0,1,1,Moderate Deficit
1,1,40,5,0,1,1,Moderate Deficit
1,1,0,0,0,2,2,Well Equipped
1,2,0,0,0,2,0,Server Deficit
1,1,10,0,1,1,1,Moderate Deficit
1,1,20,1,0,1,1,Moderate Deficit
1,2,85,2,0,1,0,Server Deficit
1,1,1,0,0,1,1,Moderate Deficit
1,1,4,1,1,1,1,Moderate Deficit
1,1,4,0,0,1,1,Moderate Deficit
1,1,35,15,0,1,1,Moderate Deficit
1,1,33,1,0,1,1,Moderate Deficit
1,1,184,21,0,1,1,Moderate Deficit
1,1,123,1,0,1,1,Moderate Deficit
1,1,38,2,1,1,1,Moderate Deficit
1,1,5,1,0,1,1,Moderate Deficit
1,1,13,2,0,1,1,Moderate Deficit
1,1,28,2,53,1,1,Moderate Deficit
1,1,35,2,0,1,1,Moderate Deficit
1,1,6,1,0,1,1,Moderate Deficit
1,1,0,0,0,2,2,Well Equipped
1,1,85,0,0,1,1,Moderate Deficit
1,1,100,1,0,1,1,Moderate Deficit
1,1,22,5,3,1,1,Moderate Deficit
1,1,10,2,1,1,1,Moderate Deficit
1,1,5,4,0,1,1,Moderate Deficit
1,1,15,12,0,1,1,Moderate Deficit
1,1,22,3,1,1,1,Moderate Deficit
1,2,0,0,0,1,0,Server Deficit
1,1,6,1,0,1,1,Moderate Deficit
1,1,0,0,0,1,1,Moderate Deficit
1,1,12,1,1,1,1,Moderate Deficit
1,1,5,1,1,1,1,Moderate Deficit
1,1,31,8,9,1,1,Moderate Deficit
1,2,40,8,0,1,0,Server Deficit
1,1,20,7,6,1,1,Moderate Deficit
1,1,3,3,1,1,1,Moderate Deficit
1,1,20,4,0,1,1,Moderate Deficit
1,1,55,10,2,1,1,Moderate Deficit
1,1,10,0,0,1,1,Moderate Deficit
1,1,8,7,0,1,1,Moderate Deficit
1,1,10,2,0,1,1,Moderate Deficit
1,1,2,0,0,1,1,Moderate Deficit
1,1,1,1,1,1,1,Moderate Deficit
1,1,2,0,0,1,1,Moderate Deficit
1,1,1,0,0,2,2,Well Equipped
1,1,25,4,1,1,1,Moderate Deficit
1,1,20,1,0,1,1,Moderate Deficit
1,1,5,250,20,1,1,Moderate Deficit
2,2,0,0,0,2,0,Server Deficit
1,1,21,2,0,2,2,Well Equipped
1,1,11,1,0,1,1,Moderate Deficit
1,1,120,2,0,1,1,Moderate Deficit
1,1,2,3,4,1,1,Moderate Deficit
1,1,0,1,0,2,2,Well Equipped
1,1,3,1,0,1,1,Moderate Deficit
1,1,10,2,0,1,1,Moderate Deficit
1,1,10,2,0,1,1,Moderate Deficit
1,1,15,1,0,1,1,Moderate Deficit
1,1,10,2,0,1,1,Moderate Deficit
1,1,0,0,0,2,2,Well Equipped
1,1,4,0,0,1,1,Moderate Deficit
1,1,15,1,1,1,1,Moderate Deficit
1,2,6,8,10,1,0,Server Deficit
1,1,5,1,1,1,1,Moderate Deficit
1,1,10,0,0,1,1,Moderate Deficit
1,1,56,2,2,1,1,Moderate Deficit
1,1,23,1,0,1,1,Moderate Deficit
1,1,18,0,1,1,1,Moderate Deficit
1,1,8,1,0,1,1,Moderate Deficit
1,1,60,0,0,1,1,Moderate Deficit
1,1,30,0,2,1,1,Moderate Deficit
1,1,1,1,0,1,1,Moderate Deficit
1,1,4,2,0,1,1,Moderate Deficit
1,2,24,38,0,1,0,Server Deficit
1,1,25,2,15,2,2,Well Equipped
1,1,10,1,1,1,1,Moderate Deficit
1,1,2,1,0,1,1,Moderate Deficit
1,1,45,35,0,1,1,Moderate Deficit
1,1,30,0,0,1,1,Moderate Deficit
1,1,10,0,0,1,1,Moderate Deficit
1,1,50,3,0,1,1,Moderate Deficit
1,1,10,0,0,1,1,Moderate Deficit
1,1,6,2,1,1,1,Moderate Deficit
1,1,10,0,1,2,2,Well Equipped
1,1,0,0,0,2,2,Well Equipped
1,1,1,0,0,2,2,Well Equipped
1,1,78,1,0,1,1,Moderate Deficit
1,1,0,0,0,1,1,Moderate Deficit
1,1,15,4,0,1,1,Moderate Deficit
1,1,12,0,2,1,1,Moderate Deficit
1,1,24,1,0,1,1,Moderate Deficit
1,1,40,3,0,1,1,Moderate Deficit
1,1,0,0,0,1,1,Moderate Deficit
1,1,1,3,1,1,1,Moderate Deficit
1,1,25,1,0,1,1,Moderate Deficit
1,1,25,1,0,1,1,Moderate Deficit
1,1,52,5,0,1,1,Moderate Deficit
1,1,1,0,0,1,1,Moderate Deficit
1,1,20,2,1,1,1,Moderate Deficit
1,1,20,1,2,1,1,Moderate Deficit
1,1,20,1,1,1,1,Moderate Deficit
1,1,3,2,1,1,1,Moderate Deficit
1,1,195,2,0,1,1,Moderate Deficit
1,1,10,2,0,1,1,Moderate Deficit
1,1,18,2,0,1,1,Moderate Deficit
1,1,3,1,0,1,1,Moderate Deficit
1,1,30,1,0,1,1,Moderate Deficit
3,1,1,0,0,2,2,Well Equipped
1,1,30,2,0,1,1,Moderate Deficit
1,1,0,0,0,2,2,Well Equipped
1,1,0,0,2,2,2,Well Equipped
1,1,31,2,5,2,2,Well Equipped
1,1,0,0,0,2,2,Well Equipped
1,1,40,4,1,1,1,Moderate Deficit
1,2,1,0,0,2,0,Server Deficit
1,1,0,4,0,1,1,Moderate Deficit
1,2,6,1,0,2,0,Server Deficit
1,1,11,2,1,1,1,Moderate Deficit
1,1,4,1,0,1,1,Moderate Deficit
1,1,10,1,0,1,1,Moderate Deficit
1,1,30,3,0,1,1,Moderate Deficit
1,1,2,0,0,2,2,Well Equipped
1,1,1,5,0,1,1,Moderate Deficit
1,1,0,0,0,2,2,Well Equipped
1,1,30,7,0,1,1,Moderate Deficit
1,1,2,1,0,1,1,Moderate Deficit
1,1,13,0,0,1,1,Moderate Deficit
1,1,40,5,0,1,1,Moderate Deficit
1,1,40,10,0,1,1,Moderate Deficit
1,1,20,5,2,1,1,Moderate Deficit
1,1,5,0,0,1,1,Moderate Deficit
1,1,1,1,1,1,1,Moderate Deficit
1,1,40,4,1,1,1,Moderate Deficit
1,2,15,15,0,1,0,Server Deficit
1,1,3,1,1,1,1,Moderate Deficit
1,2,10,0,0,1,0,Server Deficit
1,1,30,5,0,1,1,Moderate Deficit
1,1,4,2,0,1,1,Moderate Deficit
1,1,5,0,0,1,1,Moderate Deficit
1,1,20,0,0,1,1,Moderate Deficit
1,1,50,2,10,1,1,Moderate Deficit
1,2,0,4,10,1,0,Server Deficit
1,1,3,2,0,1,1,Moderate Deficit
1,1,0,1,0,1,1,Moderate Deficit
1,1,10,1,0,1,1,Moderate Deficit
1,1,10,0,0,2,2,Well Equipped
1,1,0,0,0,2,2,Well Equipped
1,1,40,8,0,1,1,Moderate Deficit
1,1,60,6,3,1,1,Moderate Deficit
1,1,7,1,0,1,1,Moderate Deficit
1,2,0,0,0,2,0,Server Deficit
1,1,20,5,10,1,1,Moderate Deficit
1,1,3,1,0,1,1,Moderate Deficit
1,1,30,40,10,1,1,Moderate Deficit
1,2,0,0,15,2,0,Server Deficit
1,1,13,0,0,1,1,Moderate Deficit
1,1,20,0,0,1,1,Moderate Deficit
1,1,38,2,0,1,1,Moderate Deficit
1,1,50,3,0,1,1,Moderate Deficit
1,1,0,1,0,1,1,Moderate Deficit
1,1,34,4,0,1,1,Moderate Deficit
1,1,10,0,0,1,1,Moderate Deficit
1,1,3,2,0,1,1,Moderate Deficit
1,1,12,5,0,1,1,Moderate Deficit
1,1,4,1,1,1,1,Moderate Deficit
1,1,60,100,0,1,1,Moderate Deficit
1,1,2,1,0,1,1,Moderate Deficit
1,1,3,0,0,2,2,Well Equipped
1,1,7,1,4,1,1,Moderate Deficit
1,1,0,0,0,2,2,Well Equipped
1,1,16,5,7,1,1,Moderate Deficit
1,1,1,0,0,1,1,Moderate Deficit
1,1,12,12,10,1,1,Moderate Deficit
1,1,10,0,0,1,1,Moderate Deficit
1,1,21,1,0,1,1,Moderate Deficit
1,1,12,1,0,1,1,Moderate Deficit
1,2,1,0,0,1,0,Server Deficit
1,1,0,1,0,2,2,Well Equipped
1,1,30,2,0,1,1,Moderate Deficit
1,1,20,4,0,1,1,Moderate Deficit
1,1,15,1,0,1,1,Moderate Deficit
1,1,30,2,0,1,1,Moderate Deficit
1,1,21,1,15,1,1,Moderate Deficit
1,1,40,0,1,1,1,Moderate Deficit
1,2,2,1,0,1,0,Server Deficit
1,1,5,1,0,1,1,Moderate Deficit
1,1,0,0,0,2,2,Well Equipped
1,1,0,0,0,2,2,Well Equipped
1,1,1,5,8,1,1,Moderate Deficit
1,1,1,1,12,1,1,Moderate Deficit
1,1,15,3,0,1,1,Moderate Deficit
1,1,3,2,0,1,1,Moderate Deficit
1,1,35,3,0,1,1,Moderate Deficit
1,1,10,2,2,1,1,Moderate Deficit
1,1,12,4,0,1,1,Moderate Deficit
1,1,0,0,0,1,1,Moderate Deficit
1,1,3,3,2,1,1,Moderate Deficit
1,1,10,2,0,1,1,Moderate Deficit
1,1,12,1,0,1,1,Moderate Deficit
1,2,7,1,0,1,0,Server Deficit
1,2,0,0,0,2,0,Server Deficit
1,1,18,0,0,2,2,Well Equipped
1,1,0,0,0,1,1,Moderate Deficit
1,1,8,12,0,1,1,Moderate Deficit
1,1,0,0,0,1,1,Moderate Deficit
1,1,10,3,15,1,1,Moderate Deficit
1,2,12,1,0,1,0,Server Deficit
1,1,1,1,0,1,1,Moderate Deficit
1,1,0,0,0,2,2,Well Equipped
1,1,10,0,0,2,2,Well Equipped
1,1,0,0,0,2,2,Well Equipped
1,2,6,1,6,2,0,Server Deficit
1,2,25,5,12,1,0,Server Deficit
1,1,1,1,1,1,1,Moderate Deficit
1,1,50,1,0,1,1,Moderate Deficit
1,1,1,0,100,1,1,Moderate Deficit
1,1,30,0,0,1,1,Moderate Deficit
1,2,30,0,0,1,0,Server Deficit
1,1,5,2,0,1,1,Moderate Deficit
1,1,50,2,0,1,1,Moderate Deficit
1,2,5,0,3,1,0,Server Deficit
1,1,0,0,0,2,2,Well Equipped
1,2,0,0,0,2,0,Server Deficit
1,1,0,2,0,1,1,Moderate Deficit
1,1,0,0,0,2,2,Well Equipped
1,1,0,0,0,2,2,Well Equipped
1,1,15,1,0,2,2,Well Equipped
1,1,0,0,0,2,2,Well Equipped
1,2,69,3,0,1,0,Server Deficit
1,1,52,0,0,1,1,Moderate Deficit
1,1,20,0,0,1,1,Moderate Deficit
1,1,20,2,0,1,1,Moderate Deficit
1,1,25,1,0,1,1,Moderate Deficit
1,1,100,15,2,1,1,Moderate Deficit
1,1,1,1,1,1,1,Moderate Deficit
1,1,0,0,0,2,2,Well Equipped
1,1,30,5,0,1,1,Moderate Deficit
1,2,4,1,2,1,0,Server Deficit
1,1,8,3,0,1,1,Moderate Deficit
1,1,24,2,2,1,1,Moderate Deficit
1,1,25,10,5,1,1,Moderate Deficit
1,1,0,0,0,2,2,Well Equipped
1,1,60,4,5,1,1,Moderate Deficit
1,1,0,0,0,1,1,Moderate Deficit
1,1,0,0,0,2,2,Well Equipped
1,1,0,0,0,2,2,Well Equipped
1,1,4,0,0,2,2,Well Equipped
1,1,4,1,1,2,2,Well Equipped
1,1,35,0,0,1,1,Moderate Deficit
1,1,18,1,1,1,1,Moderate Deficit
1,1,2,0,0,1,1,Moderate Deficit
1,1,8,3,0,1,1,Moderate Deficit
1,1,10,2,0,1,1,Moderate Deficit
1,1,60,2,0,1,1,Moderate Deficit
1,2,4,1,10,1,0,Server Deficit
1,1,20,1,0,1,1,Moderate Deficit
1,1,8,1,0,1,1,Moderate Deficit
1,2,0,0,0,2,0,Server Deficit
1,2,40,0,0,1,0,Server Deficit
1,1,0,1,0,1,1,Moderate Deficit
1,1,4,2,2,1,1,Moderate Deficit
1,1,20,2,10,1,1,Moderate Deficit
1,1,20,10,0,1,1,Moderate Deficit
1,1,1,1,5,1,1,Moderate Deficit
1,1,57,3,0,1,1,Moderate Deficit
1,1,2,0,0,1,1,Moderate Deficit
1,1,10,4,2,1,1,Moderate Deficit
1,1,10,2,8,1,1,Moderate Deficit
1,1,3,2,2,1,1,Moderate Deficit
1,1,8,1,0,1,1,Moderate Deficit
1,1,9,2,0,1,1,Moderate Deficit
1,1,10,2,0,1,1,Moderate Deficit
1,2,30,3,0,1,0,Server Deficit
1,1,44,13,10,1,1,Moderate Deficit
1,1,0,0,0,2,2,Well Equipped
1,1,1,0,0,1,1,Moderate Deficit
1,1,0,0,0,2,2,Well Equipped
1,1,20,1,0,1,1,Moderate Deficit
1,1,100,48,32,1,1,Moderate Deficit
1,1,40,14,0,1,1,Moderate Deficit
1,1,3,1,0,1,1,Moderate Deficit
1,1,10,2,2,1,1,Moderate Deficit
1,2,40,2,0,1,0,Server Deficit
1,1,1,1,0,1,1,Moderate Deficit
1,1,15,2,0,1,1,Moderate Deficit
1,1,0,0,0,2,2,Well Equipped
1,1,30,2,1,1,1,Moderate Deficit
1,1,2,0,0,1,1,Moderate Deficit
1,1,10,0,1,2,2,Well Equipped
1,1,30,2,0,1,1,Moderate Deficit
1,1,8,2,15,2,2,Well Equipped
1,2,45,24,2,1,0,Server Deficit
1,1,18,0,0,1,1,Moderate Deficit
1,1,0,0,0,2,2,Well Equipped
1,1,0,0,0,1,1,Moderate Deficit
1,2,40,0,0,1,0,Server Deficit
1,1,0,0,0,2,2,Well Equipped
1,1,0,1,0,1,1,Moderate Deficit
1,1,30,0,7,1,1,Moderate Deficit
1,1,13,20,0,1,1,Moderate Deficit
1,1,30,8,2,1,1,Moderate Deficit
1,1,35,2,1,1,1,Moderate Deficit
1,1,18,1,1,1,1,Moderate Deficit
1,1,20,2,1,1,1,Moderate Deficit
1,1,4,0,12,1,1,Moderate Deficit
1,1,25,3,1,1,1,Moderate Deficit
1,1,5,2,1,1,1,Moderate Deficit
1,1,0,0,0,2,2,Well Equipped
1,1,10,1,0,1,1,Moderate Deficit
1,1,45,4,5,1,1,Moderate Deficit
1,1,0,0,103,2,2,Well Equipped
1,1,0,0,0,2,2,Well Equipped
1,2,60,10,2,1,0,Server Deficit
1,2,61,4,0,1,0,Server Deficit
1,2,1,1,0,1,0,Server Deficit
1,1,0,0,0,2,2,Well Equipped
1,1,5,2,2,1,1,Moderate Deficit
1,1,36,2,0,1,1,Moderate Deficit
1,1,50,50,10,1,1,Moderate Deficit
1,2,100,2,0,1,0,Server Deficit
1,1,10,2,0,1,1,Moderate Deficit
1,1,0,0,0,2,2,Well Equipped
1,1,0,0,0,1,1,Moderate Deficit
1,1,100,2,0,1,1,Moderate Deficit
1,1,1,1,0,1,1,Moderate Deficit
1,1,40,3,10,1,1,Moderate Deficit
1,1,2,0,0,1,1,Moderate Deficit
1,1,6,3,0,1,1,Moderate Deficit
1,2,40,10,5,1,0,Server Deficit
1,1,25,1,1,1,1,Moderate Deficit
1,1,20,0,0,1,1,Moderate Deficit
1,2,10,5,0,1,0,Server Deficit
1,1,41,3,2,1,1,Moderate Deficit
1,1,35,0,0,1,1,Moderate Deficit
1,1,30,3,0,1,1,Moderate Deficit
1,1,18,0,0,1,1,Moderate Deficit
1,1,18,3,0,1,1,Moderate Deficit
1,2,3,0,0,1,0,Server Deficit
1,1,4,0,0,1,1,Moderate Deficit
1,1,50,10,0,1,1,Moderate Deficit
1,1,2,2,4,1,1,Moderate Deficit
1,1,5,2,1,1,1,Moderate Deficit
1,1,20,4,0,1,1,Moderate Deficit
1,1,10,0,0,1,1,Moderate Deficit
1,1,6,8,0,1,1,Moderate Deficit
1,1,1,0,0,2,2,Well Equipped
1,1,15,8,1,1,1,Moderate Deficit
1,1,70,3,3,1,1,Moderate Deficit
1,1,30,1,0,1,1,Moderate Deficit
1,1,0,0,0,1,1,Moderate Deficit
1,1,0,0,0,1,1,Moderate Deficit
1,1,0,0,0,2,2,Well Equipped
1,1,10,0,0,1,1,Moderate Deficit
1,2,20,0,0,1,0,Server Deficit
1,1,140,6,70,1,1,Moderate Deficit
1,1,5,0,0,2,2,Well Equipped
1,1,6,1,1,1,1,Moderate Deficit
1,1,0,0,0,2,2,Well Equipped
1,2,7,1,0,1,0,Server Deficit
1,1,10,2,0,1,1,Moderate Deficit
1,1,0,0,0,2,2,Well Equipped
1,1,45,0,0,1,1,Moderate Deficit
1,1,30,0,0,1,1,Moderate Deficit
1,1,1,0,0,1,1,Moderate Deficit
1,1,8,2,0,1,1,Moderate Deficit
1,1,1,2,0,1,1,Moderate Deficit
1,1,11,1,0,1,1,Moderate Deficit
1,1,23,1,1,1,1,Moderate Deficit
1,2,106,9,0,1,0,Server Deficit
1,1,25,4,2,1,1,Moderate Deficit
1,1,1,2,9,1,1,Moderate Deficit
1,1,0,0,0,2,2,Well Equipped
1,1,45,1,0,1,1,Moderate Deficit
1,1,17,1,0,1,1,Moderate Deficit
1,1,15,0,0,1,1,Moderate Deficit
1,2,2,1,0,1,0,Server Deficit
1,1,5,0,0,1,1,Moderate Deficit
1,1,0,1,0,2,2,Well Equipped
1,1,50,1,0,1,1,Moderate Deficit
1,1,41,64,0,1,1,Moderate Deficit
1,1,3,2,6,1,1,Moderate Deficit
1,1,35,2,1,1,1,Moderate Deficit
1,1,20,1,100,1,1,Moderate Deficit
1,1,5,2,0,1,1,Moderate Deficit
1,1,6,1,0,1,1,Moderate Deficit
1,1,13,1,0,1,1,Moderate Deficit
1,1,5,2,2,1,1,Moderate Deficit
1,1,40,5,0,1,1,Moderate Deficit
1,1,5,2,0,1,1,Moderate Deficit
1,1,10,2,8,1,1,Moderate Deficit
1,1,14,0,0,1,1,Moderate Deficit
1,1,1,1,0,1,1,Moderate Deficit
1,2,1,0,0,1,0,Server Deficit
1,2,20,0,0,1,0,Server Deficit
1,2,0,1,0,1,0,Server Deficit
1,1,0,0,0,2,2,Well Equipped
1,2,0,0,0,2,0,Server Deficit
1,1,0,0,0,2,2,Well Equipped
1,1,0,0,0,2,2,Well Equipped
1,1,10,2,0,2,2,Well Equipped
1,1,10,0,0,1,1,Moderate Deficit
1,1,8,4,0,2,2,Well Equipped
1,1,40,10,0,1,1,Moderate Deficit
1,1,13,1,0,1,1,Moderate Deficit
1,2,0,0,0,2,0,Server Deficit
1,1,0,0,3,2,2,Well Equipped
1,1,45,5,1,1,1,Moderate Deficit
1,1,14,5,10,1,1,Moderate Deficit
1,1,3,1,1,2,2,Well Equipped
1,2,12,2,0,1,0,Server Deficit
1,1,30,0,0,1,1,Moderate Deficit
1,1,10,1,0,1,1,Moderate Deficit
1,1,13,1,0,2,2,Well Equipped
1,1,20,1,20,1,1,Moderate Deficit
1,1,0,0,0,2,2,Well Equipped
1,1,30,2,2,1,1,Moderate Deficit
1,1,2,6,4,1,1,Moderate Deficit
1,1,5,1,0,1,1,Moderate Deficit
1,1,1,1,0,1,1,Moderate Deficit
1,1,20,1,0,1,1,Moderate Deficit
1,2,75,7,0,1,0,Server Deficit
1,1,40,25,4,1,1,Moderate Deficit
1,1,1,0,1,2,2,Well Equipped
1,1,0,0,0,2,2,Well Equipped
1,1,70,2,0,1,1,Moderate Deficit
1,1,25,3,0,1,1,Moderate Deficit
1,1,1,0,0,2,2,Well Equipped
1,1,15,2,0,1,1,Moderate Deficit
1,1,15,0,0,1,1,Moderate Deficit
1,1,6,1,0,1,1,Moderate Deficit
1,1,0,0,0,2,2,Well Equipped
1,1,12,0,0,1,1,Moderate Deficit
1,1,6,2,2,1,1,Moderate Deficit
1,1,0,0,0,1,1,Moderate Deficit
1,2,10,2,2,1,0,Server Deficit
1,1,20,0,0,1,1,Moderate Deficit
